model,ESS,burnin_runtime,sample_runtime,N,D,Q,total_iter,burnin_iter,percent_zero,lambda_MSE,percent_outside_95CI,random_seed
stan_collapsed,155.687651343053,546.17,598.38,100,50,5,4000,2000,0.133,0.00768473560697725,0.0612244897959184,3
stan_collapsed,132.354697191507,1300.32,1521.7,100,75,5,4000,2000,0.2012,0.00982686870340072,0.0594594594594595,1
stan_collapsed,68.2394181402636,1345.27,1284.79,100,75,5,4000,2000,0.189333333333333,0.0102568503713646,0.137837837837838,2
stan_collapsed,61.1585612722332,1370.2,1146.79,100,75,5,4000,2000,0.1644,0.0142389649075111,0.235135135135135,3
stan_collapsed,103.324018815779,2423.5,1906.3,100,100,5,4000,2000,0.2258,0.0148498245868086,0.125252525252525,1
stan_collapsed,96.9179888576161,2407.02,2051.74,100,100,5,4000,2000,0.2108,0.00923026525215138,0.0686868686868687,2
stan_collapsed,84.4453982955464,2603.53,2230.77,100,100,5,4000,2000,0.19,0.0138785751796219,0.216161616161616,3
stan_collapsed,46.1876916967994,11056.5,10607.9,100,250,5,4000,2000,0.32712,0.0185372155838965,0.0947791164658635,1
stan_collapsed,44.6612045717971,12664.7,14421.1,100,250,5,4000,2000,0.33716,0.0186606971730457,0.120481927710843,2
stan_collapsed,43.5286840196863,10838.1,10694.2,100,250,5,4000,2000,0.30132,0.0160266398849287,0.127710843373494,3
stan_collapsed,10.6863335058869,32599,33410.9,100,500,5,4000,2000,0.42768,0.057214636996624,0.267334669338677,1
stan_collapsed,12.9625798295165,36494.7,37896.4,100,500,5,4000,2000,0.43942,0.0400303833097831,0.214829659318637,2
stan_collapsed,8.07323839523638,32336.2,33641,100,500,5,4000,2000,0.4043,0.0470577354821308,0.241683366733467,3
mongrel_eigen,4000,0,0.73540210723877,100,3,5,4000,0,0,0.00381204853003626,0.1,1
mongrel_eigen,4000,0,0.737733602523804,100,3,5,4000,0,0.01,0.00549710668756043,0,2
mongrel_eigen,4000,0,0.635171413421631,100,3,5,4000,0,0,0.0059931653221888,0,3
mongrel_eigen,4000,0,1.95906162261963,100,5,5,4000,0,0.008,0.0024860362597978,0,1
mongrel_eigen,4000,0,1.74049067497253,100,5,5,4000,0,0.022,0.00537905019452586,0.05,2
mongrel_eigen,4000,0,2.12938547134399,100,5,5,4000,0,0.02,0.00222400519529108,0,3
mongrel_eigen,4000,0,5.02340078353882,100,10,5,4000,0,0.023,0.00447076918421224,0.0222222222222222,1
mongrel_eigen,4000,0,2.92578196525574,100,10,5,4000,0,0.031,0.00387883051788091,0.0444444444444444,2
mongrel_eigen,4000,0,6.20226907730103,100,10,5,4000,0,0.026,0.00384084064420003,0.0222222222222222,3
mongrel_eigen,4000,0,35.4348440170288,100,25,5,4000,0,0.1296,0.00996875521927872,0.15,1
mongrel_eigen,4000,0,76.011962890625,100,25,5,4000,0,0.094,0.00689574632684375,0.125,2
mongrel_eigen,4000,0,29.8181953430176,100,25,5,4000,0,0.1116,0.00621811464370671,0.0916666666666667,3
mongrel_eigen,4000,0,477.865103006363,100,50,5,4000,0,0.1444,0.00970035745040671,0.142857142857143,1
mongrel_eigen,4000,0,347.882622718811,100,50,5,4000,0,0.1314,0.00807643801911855,0.175510204081633,2
